epoch,dataset,loss,loss_position,loss_dimension,loss_obj,loss_class,precision,recall,mAP
14,Training,0.25729277987957,0.034346133834719655,0.10323979285001755,0.02203506940484047,0.09767178372740745,1.0,1.0,0.0
15,Validation,0.2697809813544154,0.03491680946899578,0.11514572519809008,0.02173990593291819,0.09797854162752628,1.0,1.0,0.0
15,Real,0.4820153755801065,0.05431221079613481,0.25920814275741577,0.05642286954181535,0.11207216126578194,1.0,1.0,0.0
15,Training,0.25186357142448423,0.033578784076571465,0.0994773635596037,0.02157309852913022,0.09723432523846626,1.0,1.0,0.0
16,Validation,0.2690259194932878,0.03439015772892162,0.11597831908147782,0.02125584229361266,0.09740160033106804,1.0,1.0,0.0
16,Real,0.5085563489368984,0.05509453532951219,0.28295721113681793,0.05871638895145485,0.11178821963923317,1.0,1.0,0.0
16,Training,0.24664936643123628,0.032863059407174586,0.09609369840025901,0.02110328962534666,0.0965893192255497,1.0,1.0,0.0
17,Validation,0.2649852125905454,0.033960740780457854,0.11323103203903884,0.02096603950485587,0.09682739921845496,1.0,1.0,0.0
17,Real,0.5003481358289719,0.05455146011497293,0.27373020883117405,0.061363854578563144,0.1107026104416166,1.0,1.0,0.0
17,Training,0.24174679056167603,0.032145396661758426,0.09269289788722992,0.020667345470488072,0.09624115058302879,1.0,1.0,0.0
18,Validation,0.26457252632826567,0.03377102507511154,0.11364144249819219,0.020469189999857917,0.09669086709618568,1.0,1.0,0.0
18,Real,0.4845999287707465,0.05458271663103785,0.2619251438549587,0.05725926985698087,0.11083280135478292,1.0,1.0,0.0
18,Training,0.23696743991851807,0.03145970712125301,0.08931652580559253,0.020263525721877812,0.09592768123269081,1.0,1.0,0.0
19,Validation,0.26100761676207185,0.03287198313046247,0.11129463172983378,0.02029182278783992,0.09654917824082077,1.0,1.0,0.0
19,Real,0.5074263683387211,0.0538236570677587,0.2852529670510973,0.05664935974138124,0.11170038261583873,1.0,1.0,0.0
19,Training,0.2330683123254776,0.030889221782535316,0.08652120651781559,0.019963994976431133,0.09569388918280601,1.0,1.0,0.0
20,Validation,0.26034598844125867,0.03287144232308492,0.11144632659852505,0.01979004015447572,0.09623817773535848,1.0,1.0,0.0
20,Real,0.49429150564329966,0.054126955302698274,0.2705049802150045,0.05862842101071562,0.11103114698614393,1.0,1.0,0.0
20,Training,0.22888296171426772,0.030300975679308177,0.08360856191396714,0.019656301626265048,0.0953171225142479,1.0,1.0,0.0
21,Validation,0.26054487377405167,0.03245295269880444,0.11293205141555518,0.019420200958848,0.09573966753669083,1.0,1.0,0.0
21,Real,0.49075513652392794,0.053150667143719535,0.2678831219673157,0.05842444274042334,0.11129690280982427,1.0,1.0,0.0
21,Training,0.22479639373779298,0.029740962873995302,0.08087682825207711,0.019372222260832787,0.09480638039946557,1.0,1.0,0.0
22,Validation,0.25796472234651446,0.03266195842297748,0.11064332874957472,0.019432236906141043,0.09522719704546034,1.0,1.0,0.0
22,Real,0.47588672808238436,0.054274869550551684,0.2520088979176113,0.05774259141513279,0.11186037319047111,1.0,1.0,0.0
22,Training,0.22373836997270585,0.029528160195201634,0.08042236566066742,0.01933727456241846,0.09445056963801383,1.0,1.0,0.0
23,Validation,0.26201822282746434,0.03350923367543146,0.11305921373423189,0.02006026654271409,0.09538950980640948,1.0,1.0,0.0
23,Real,0.5063105395862034,0.05398100454892431,0.2808220833539963,0.059016047577772825,0.11249139904975891,1.0,1.0,0.0
23,Training,0.21827907180309294,0.02887196905404329,0.07643506145477295,0.018974489534199238,0.09399755192399024,1.0,1.0,0.0
24,Validation,0.2586375786922872,0.032080175587907434,0.11265311716124415,0.019474237429676577,0.09443004918284714,1.0,1.0,0.0
24,Real,0.5175907888582775,0.05353426880070141,0.2947491173233305,0.056683500962597985,0.11262390975441251,1.0,1.0,0.0
24,Training,0.2146812231707573,0.028361347661316396,0.07395369061768055,0.018744470724612473,0.09362171400785446,1.0,1.0,0.0
25,Validation,0.25476046558469534,0.03170532773947343,0.10985520703252405,0.01901360257761553,0.09418632765300572,1.0,1.0,0.0
25,Real,0.4882723497492926,0.05226825683244637,0.2674006000161171,0.05664717432643686,0.11195631910647665,1.0,1.0,0.0
25,Training,0.21155748329877852,0.027905335569530725,0.07179108207672834,0.01855269979402423,0.09330836573123932,1.0,1.0,0.0
26,Validation,0.251590290106833,0.031352606194559485,0.10802702885121107,0.0185174964426551,0.09369315952062607,1.0,1.0,0.0
26,Real,0.49501662807805197,0.05223134479352406,0.27189673270498005,0.05868658822562013,0.11220196155565125,1.0,1.0,0.0
26,Training,0.20862844829797744,0.027496628600358963,0.06970697179496288,0.01837595550082624,0.09304889227032662,1.0,1.0,0.0
27,Validation,0.25207890244200826,0.03163392725400627,0.10846448503434658,0.018423517525661737,0.09355697385035455,1.0,1.0,0.0
27,Real,0.4901014651571001,0.05249703648899283,0.26732816866465975,0.05757826752960682,0.11269800205315862,1.0,1.0,0.0
27,Training,0.20529364263534547,0.02699403177410364,0.06733394321829081,0.018179483151882888,0.09278618444561958,1.0,1.0,0.0
28,Validation,0.2501627719029784,0.03094511158997193,0.10755080031231046,0.018341931572649628,0.0933249278459698,1.0,1.0,0.0
28,Real,0.5026010870933533,0.052304791818772046,0.28008766578776495,0.05755455100110599,0.11265407289777483,1.0,1.0,0.0
28,Training,0.20630464087724687,0.026996384666115047,0.0682209601894021,0.018310737926363944,0.0927765581703186,1.0,1.0,0.0
29,Validation,0.2540335417725146,0.030954377027228475,0.1116342400200665,0.0180907569010742,0.09335416881367564,1.0,1.0,0.0
29,Real,0.5041723613228116,0.052908946360860555,0.28006006138665335,0.05791060759552887,0.11329274145620209,1.0,1.0,0.0
29,Training,0.19951012781858443,0.026128249088078738,0.06314813116163015,0.01786302356645465,0.09237072403311729,1.0,1.0,0.0
30,Validation,0.2501213396899402,0.031212448317091912,0.10744339553639293,0.01815409818664193,0.09331139549612999,1.0,1.0,0.0
30,Real,0.49726519201483044,0.05226072163454124,0.27504270736660275,0.05686703084834984,0.11309473429407392,1.0,1.0,0.0
30,Training,0.19719083010673524,0.025746304499357938,0.0615803679767251,0.017697394657433033,0.09216676294445991,1.0,1.0,0.0
31,Validation,0.2519413763657212,0.03078549081692472,0.10997511213645339,0.018050775077426806,0.09312999900430441,1.0,1.0,0.0
31,Real,0.5065732257706779,0.05309291423431465,0.28254882033382145,0.058393233588763645,0.11253825628331729,1.0,1.0,0.0
31,Training,0.1948849704003334,0.025400073690861464,0.05991126979291439,0.01757737183511257,0.09199625511288644,1.0,1.0,0.0
32,Validation,0.2567248600535095,0.030996416287962347,0.11398066417314112,0.01838156711892225,0.09336621291004121,1.0,1.0,0.0
32,Real,0.4951057497944151,0.05334847526890891,0.2702772968581745,0.05823076995355742,0.1132492119712489,1.0,1.0,0.0
32,Training,0.19189756338119507,0.024906894258707762,0.0577943253415823,0.01742473906509578,0.09177160467028618,1.0,1.0,0.0
33,Validation,0.25366113102063537,0.030577704950701445,0.11181109840981662,0.0180498750123661,0.09322245395742357,1.0,1.0,0.0
33,Real,0.5004591814109257,0.052578099604163854,0.2785736790725163,0.057888004928827286,0.11141939674104963,1.0,1.0,0.0
33,Training,0.18903101249933243,0.024476334457397463,0.05575909249842167,0.017246067421361803,0.09154951811313629,1.0,1.0,0.0
34,Validation,0.2508538533002138,0.030622831953223795,0.10959649761207402,0.01761700341012329,0.09301752084866166,1.0,1.0,0.0
34,Real,0.5009341495377677,0.05231003596314362,0.28035480103322435,0.056199129936950545,0.11207018420100212,1.0,1.0,0.0
